2024-05-30 21:45:22,581.bbq_producer.INFO ==================================================
2024-05-30 21:45:22,581.bbq_producer.INFO Today is 2024-05-30 at 09:45 PM
2024-05-30 21:45:22,581.bbq_producer.INFO Running on: posix Darwin 23.5.0
2024-05-30 21:45:22,581.bbq_producer.INFO Python version:  3.12.3
2024-05-30 21:45:22,581.bbq_producer.INFO Python path: /Library/Frameworks/Python.framework/Versions/3.12
2024-05-30 21:45:22,581.bbq_producer.INFO Working dir: /Users/levilowther/ds-venv/streaming-05-smart-smoker
2024-05-30 21:45:22,581.bbq_producer.INFO ==================================================
2024-05-30 21:45:24,654.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:02:45', 149.8)
2024-05-30 21:45:24,654.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:03:10', 240.2)
2024-05-30 21:45:24,654.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:03:15', 240.2)
2024-05-30 21:45:24,654.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:03:35', 157.8)
2024-05-30 21:45:24,654.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:03:40', 157.8)
2024-05-30 21:45:24,654.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:03:40', 149.9)
2024-05-30 21:45:24,654.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:03:45', 149.9)
2024-05-30 21:45:24,654.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:04:10', 240.0)
2024-05-30 21:45:24,654.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:04:15', 240.0)
2024-05-30 21:45:24,655.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:04:35', 158.0)
2024-05-30 21:45:24,655.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:04:40', 158.0)
2024-05-30 21:45:24,655.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:04:40', 150.0)
2024-05-30 21:45:24,655.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:04:45', 150.0)
2024-05-30 21:45:24,655.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:05:10', 239.3)
2024-05-30 21:45:24,655.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:05:15', 239.3)
2024-05-30 21:45:24,655.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:05:35', 158.1)
2024-05-30 21:45:24,655.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:05:40', 158.1)
2024-05-30 21:45:24,655.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:05:40', 150.1)
2024-05-30 21:45:24,655.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:05:45', 150.1)
2024-05-30 21:45:24,655.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:06:10', 238.4)
2024-05-30 21:45:24,655.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:06:15', 238.4)
2024-05-30 21:45:24,655.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:06:35', 158.3)
2024-05-30 21:45:24,655.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:06:40', 158.3)
2024-05-30 21:45:24,655.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:06:40', 150.2)
2024-05-30 21:45:24,655.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:06:45', 150.2)
2024-05-30 21:45:24,655.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:07:10', 238.7)
2024-05-30 21:45:24,655.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:07:15', 238.7)
2024-05-30 21:45:24,655.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:07:35', 158.4)
2024-05-30 21:45:24,655.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:07:40', 158.4)
2024-05-30 21:45:24,655.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:07:40', 150.3)
2024-05-30 21:45:24,655.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:07:45', 150.3)
2024-05-30 21:45:24,655.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:08:10', 237.9)
2024-05-30 21:45:24,655.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:08:15', 237.9)
2024-05-30 21:45:24,656.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:08:35', 158.5)
2024-05-30 21:45:24,656.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:08:40', 158.5)
2024-05-30 21:45:24,656.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:08:40', 150.4)
2024-05-30 21:45:24,656.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:08:45', 150.4)
2024-05-30 21:45:24,656.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:09:10', 237.6)
2024-05-30 21:45:24,656.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:09:15', 237.6)
2024-05-30 21:45:24,656.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:09:35', 158.7)
2024-05-30 21:45:24,656.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:09:40', 158.7)
2024-05-30 21:45:24,656.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:09:40', 150.5)
2024-05-30 21:45:24,656.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:09:45', 150.5)
2024-05-30 21:45:24,656.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:10:10', 236.3)
2024-05-30 21:45:24,656.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:10:15', 236.3)
2024-05-30 21:45:24,656.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:10:35', 158.8)
2024-05-30 21:45:24,656.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:10:40', 158.8)
2024-05-30 21:45:24,656.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:10:40', 150.7)
2024-05-30 21:45:24,656.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:10:45', 150.7)
2024-05-30 21:45:24,656.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:11:10', 235.7)
2024-05-30 21:45:24,656.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:11:15', 235.7)
2024-05-30 21:45:24,656.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:11:35', 158.9)
2024-05-30 21:45:24,657.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:11:40', 158.9)
2024-05-30 21:45:24,657.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:11:40', 150.7)
2024-05-30 21:45:24,657.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:11:45', 150.7)
2024-05-30 21:45:24,657.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:12:10', 236.0)
2024-05-30 21:45:24,657.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:12:15', 236.0)
2024-05-30 21:45:24,657.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:12:35', 159.0)
2024-05-30 21:45:24,657.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:12:40', 159.0)
2024-05-30 21:45:24,657.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:12:40', 150.8)
2024-05-30 21:45:24,657.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:12:45', 150.8)
2024-05-30 21:45:24,657.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:13:10', 235.9)
2024-05-30 21:45:24,657.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:13:15', 235.9)
2024-05-30 21:45:24,657.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:13:35', 159.1)
2024-05-30 21:45:24,657.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:13:40', 159.1)
2024-05-30 21:45:24,657.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:13:40', 150.9)
2024-05-30 21:45:24,657.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:13:45', 150.9)
2024-05-30 21:45:24,657.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:14:10', 236.6)
2024-05-30 21:45:24,657.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:14:15', 236.6)
2024-05-30 21:45:24,657.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:14:35', 159.2)
2024-05-30 21:45:24,657.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:14:40', 159.2)
2024-05-30 21:45:24,657.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:14:40', 151.0)
2024-05-30 21:45:24,657.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:14:45', 151.0)
2024-05-30 21:45:24,657.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:15:10', 237.7)
2024-05-30 21:45:24,657.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:15:15', 237.7)
2024-05-30 21:45:24,657.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:15:35', 159.3)
2024-05-30 21:45:24,658.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:15:40', 159.3)
2024-05-30 21:45:24,658.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:15:40', 151.1)
2024-05-30 21:45:24,658.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:15:45', 151.1)
2024-05-30 21:45:24,658.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:16:10', 237.4)
2024-05-30 21:45:24,658.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:16:15', 237.4)
2024-05-30 21:45:24,658.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:16:35', 159.4)
2024-05-30 21:45:24,658.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:16:40', 159.4)
2024-05-30 21:45:24,658.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:16:40', 151.2)
2024-05-30 21:45:24,658.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:16:45', 151.2)
2024-05-30 21:45:24,658.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:17:10', 234.1)
2024-05-30 21:45:24,658.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:17:15', 234.1)
2024-05-30 21:45:24,658.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:17:35', 159.5)
2024-05-30 21:45:24,658.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:17:40', 159.5)
2024-05-30 21:45:24,658.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:17:40', 151.3)
2024-05-30 21:45:24,658.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:17:45', 151.3)
2024-05-30 21:45:24,658.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:18:10', 231.9)
2024-05-30 21:45:24,658.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:18:15', 231.9)
2024-05-30 21:45:24,658.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:18:35', 159.6)
2024-05-30 21:45:24,658.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:18:40', 159.6)
2024-05-30 21:45:24,658.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:18:40', 151.3)
2024-05-30 21:45:24,658.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:18:45', 151.3)
2024-05-30 21:45:24,658.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:19:10', 229.9)
2024-05-30 21:45:24,658.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:19:15', 229.9)
2024-05-30 21:45:24,658.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:19:35', 159.7)
2024-05-30 21:45:24,659.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:19:40', 159.7)
2024-05-30 21:45:24,659.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:19:40', 151.4)
2024-05-30 21:45:24,659.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:19:45', 151.4)
2024-05-30 21:45:24,659.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:20:10', 229.9)
2024-05-30 21:45:24,659.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:20:15', 229.9)
2024-05-30 21:45:24,659.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:20:35', 159.8)
2024-05-30 21:45:24,659.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:20:40', 159.8)
2024-05-30 21:45:24,659.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:20:40', 151.5)
2024-05-30 21:45:24,659.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:20:45', 151.5)
2024-05-30 21:45:24,659.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:21:10', 229.7)
2024-05-30 21:45:24,659.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:21:15', 229.7)
2024-05-30 21:45:24,659.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:21:35', 159.9)
2024-05-30 21:45:24,659.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:21:40', 159.9)
2024-05-30 21:45:24,659.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:21:40', 151.5)
2024-05-30 21:45:24,659.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:21:45', 151.5)
2024-05-30 21:45:24,659.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:22:10', 228.2)
2024-05-30 21:45:24,659.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:22:15', 228.2)
2024-05-30 21:45:24,659.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:22:35', 159.9)
2024-05-30 21:45:24,659.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:22:40', 159.9)
2024-05-30 21:45:24,659.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:22:40', 151.6)
2024-05-30 21:45:24,659.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:22:45', 151.6)
2024-05-30 21:45:24,659.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:23:10', 228.5)
2024-05-30 21:45:24,659.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:23:15', 228.5)
2024-05-30 21:45:24,659.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:23:35', 160.0)
2024-05-30 21:45:24,660.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:23:40', 160.0)
2024-05-30 21:45:24,660.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:23:40', 151.7)
2024-05-30 21:45:24,660.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:23:45', 151.7)
2024-05-30 21:45:24,660.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:24:10', 228.0)
2024-05-30 21:45:24,660.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:24:15', 228.0)
2024-05-30 21:45:24,660.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:24:35', 160.1)
2024-05-30 21:45:24,660.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:24:40', 160.1)
2024-05-30 21:45:24,660.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:24:40', 151.7)
2024-05-30 21:45:24,660.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:24:45', 151.7)
2024-05-30 21:45:24,660.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:25:10', 226.5)
2024-05-30 21:45:24,660.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:25:15', 226.5)
2024-05-30 21:45:24,660.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:25:35', 160.1)
2024-05-30 21:45:24,660.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:25:40', 160.1)
2024-05-30 21:45:24,660.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:25:40', 151.8)
2024-05-30 21:45:24,660.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:25:45', 151.8)
2024-05-30 21:45:24,660.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:26:10', 227.1)
2024-05-30 21:45:24,660.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:26:15', 227.1)
2024-05-30 21:45:24,660.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:26:35', 160.2)
2024-05-30 21:45:24,660.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:26:40', 160.2)
2024-05-30 21:45:24,660.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:26:40', 151.9)
2024-05-30 21:45:24,660.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:26:45', 151.9)
2024-05-30 21:45:24,660.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:27:10', 227.2)
2024-05-30 21:45:24,660.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:27:15', 227.2)
2024-05-30 21:45:24,660.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:27:35', 160.2)
2024-05-30 21:45:24,661.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:27:40', 160.2)
2024-05-30 21:45:24,661.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:27:40', 151.9)
2024-05-30 21:45:24,661.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:27:45', 151.9)
2024-05-30 21:45:24,661.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:28:10', 226.9)
2024-05-30 21:45:24,661.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:28:15', 226.9)
2024-05-30 21:45:24,661.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:28:35', 160.3)
2024-05-30 21:45:24,661.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:28:40', 160.3)
2024-05-30 21:45:24,661.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:28:40', 152.0)
2024-05-30 21:45:24,661.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:28:45', 152.0)
2024-05-30 21:45:24,661.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:29:10', 227.4)
2024-05-30 21:45:24,661.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:29:15', 227.4)
2024-05-30 21:45:24,661.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:29:35', 160.3)
2024-05-30 21:45:24,661.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:29:40', 160.3)
2024-05-30 21:45:24,661.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:29:40', 152.0)
2024-05-30 21:45:24,661.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:29:45', 152.0)
2024-05-30 21:45:24,661.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:30:10', 228.4)
2024-05-30 21:45:24,661.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:30:15', 228.4)
2024-05-30 21:45:24,661.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:30:35', 160.3)
2024-05-30 21:45:24,661.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:30:40', 160.3)
2024-05-30 21:45:24,661.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:30:40', 152.1)
2024-05-30 21:45:24,661.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:30:45', 152.1)
2024-05-30 21:45:24,661.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:31:10', 229.6)
2024-05-30 21:45:24,661.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:31:15', 229.6)
2024-05-30 21:45:24,662.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:31:35', 160.3)
2024-05-30 21:45:24,662.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:31:40', 160.3)
2024-05-30 21:45:24,662.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:31:40', 152.1)
2024-05-30 21:45:24,662.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:31:45', 152.1)
2024-05-30 21:45:24,662.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:32:10', 230.7)
2024-05-30 21:45:24,662.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:32:15', 230.7)
2024-05-30 21:45:24,662.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:32:35', 160.3)
2024-05-30 21:45:24,662.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:32:40', 160.3)
2024-05-30 21:45:24,662.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:32:40', 152.2)
2024-05-30 21:45:24,662.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:32:45', 152.2)
2024-05-30 21:45:24,662.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:33:10', 230.9)
2024-05-30 21:45:24,662.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:33:15', 230.9)
2024-05-30 21:45:24,662.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:33:35', 160.4)
2024-05-30 21:45:24,662.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:33:40', 160.4)
2024-05-30 21:45:24,662.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:33:40', 152.2)
2024-05-30 21:45:24,662.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:33:45', 152.2)
2024-05-30 21:45:24,662.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:34:10', 231.5)
2024-05-30 21:45:24,662.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:34:15', 231.5)
2024-05-30 21:45:24,662.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:34:35', 160.4)
2024-05-30 21:45:24,662.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:34:40', 160.4)
2024-05-30 21:45:24,662.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:34:40', 152.3)
2024-05-30 21:45:24,662.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:34:45', 152.3)
2024-05-30 21:45:24,662.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:35:10', 232.5)
2024-05-30 21:45:24,662.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:35:15', 232.5)
2024-05-30 21:45:24,663.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:35:35', 160.4)
2024-05-30 21:45:24,663.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:35:40', 160.4)
2024-05-30 21:45:24,663.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:35:40', 152.3)
2024-05-30 21:45:24,663.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:35:45', 152.3)
2024-05-30 21:45:24,663.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:36:10', 232.0)
2024-05-30 21:45:24,663.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:36:15', 232.0)
2024-05-30 21:45:24,663.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:36:35', 160.5)
2024-05-30 21:45:24,663.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:36:40', 160.5)
2024-05-30 21:45:24,663.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:36:40', 152.3)
2024-05-30 21:45:24,663.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:36:45', 152.3)
2024-05-30 21:45:24,663.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:37:10', 232.5)
2024-05-30 21:45:24,663.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:37:15', 232.5)
2024-05-30 21:45:24,663.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:37:35', 160.5)
2024-05-30 21:45:24,663.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:37:40', 160.5)
2024-05-30 21:45:24,663.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:37:40', 152.4)
2024-05-30 21:45:24,663.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:37:45', 152.4)
2024-05-30 21:45:24,663.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:38:10', 235.1)
2024-05-30 21:45:24,663.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:38:15', 235.1)
2024-05-30 21:45:24,663.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:38:35', 160.5)
2024-05-30 21:45:24,663.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:38:40', 160.5)
2024-05-30 21:45:24,663.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:38:40', 152.4)
2024-05-30 21:45:24,663.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:38:45', 152.4)
2024-05-30 21:45:24,663.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:39:10', 236.1)
2024-05-30 21:45:24,663.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:39:15', 236.1)
2024-05-30 21:45:24,664.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:39:35', 160.6)
2024-05-30 21:45:24,664.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:39:40', 160.6)
2024-05-30 21:45:24,664.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:39:40', 152.4)
2024-05-30 21:45:24,664.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:39:45', 152.4)
2024-05-30 21:45:24,664.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:40:10', 237.5)
2024-05-30 21:45:24,664.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:40:15', 237.5)
2024-05-30 21:45:24,664.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:40:35', 160.6)
2024-05-30 21:45:24,664.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:40:40', 160.6)
2024-05-30 21:45:24,664.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:40:40', 152.5)
2024-05-30 21:45:24,664.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:40:45', 152.5)
2024-05-30 21:45:24,664.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:41:10', 237.6)
2024-05-30 21:45:24,664.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:41:15', 237.6)
2024-05-30 21:45:24,664.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:41:35', 160.6)
2024-05-30 21:45:24,664.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:41:40', 160.6)
2024-05-30 21:45:24,664.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:41:40', 152.5)
2024-05-30 21:45:24,664.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:41:45', 152.5)
2024-05-30 21:45:24,664.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:42:10', 238.7)
2024-05-30 21:45:24,664.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 17:42:15', 238.7)
2024-05-30 21:45:24,664.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:42:35', 160.7)
2024-05-30 21:45:24,664.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 17:42:40', 160.7)
2024-05-30 21:45:24,664.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 17:42:40', 152.5)
